index,date,time,location,lat,lng,precinct,reporting_area,zone,subject_age,subject_race,subject_sex,officer_id_hash,type,violation,arrest_made,citation_issued,warning_issued,outcome,contraband_found,contraband_drugs,contraband_weapons,frisk_performed,search_conducted,search_person,search_vehicle,search_basis,reason_for_stop,vehicle_registration_state,notes
1840907,2010-04-18,13140.0,"BURGESS AVE & WHITE BRIDGE PIKE, NASHVILLE, TN, 37209",36.145004,-86.8579697,1.0,5103.0,113.0,23.0,white,male,88ef34d431,vehicular,moving traffic violation,True,False,False,arrest,,,,False,False,False,False,,moving traffic violation,TN,
492044,2015-01-19,19920.0,"DUE WEST AVE W & S GRAYCROFT AVE, MADISON, TN, 37115",36.2491867,-86.7344591,7.0,1797.0,723.0,45.0,black,female,2d9b91c2d2,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,tail light out
431170,2015-01-15,1020.0,"S GALLATIN PIKE & MADISON BLVD, MADISON, TN, 37115",36.2549788,-86.7152461,7.0,1623.0,711.0,21.0,black,female,576170def4,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
2066423,2013-05-17,62760.0,"CHARLOTTE PIKE & W HILLWOOD DR, NASHVILLE, TN, 37209",36.1390929,-86.8805335,1.0,5009.0,123.0,35.0,white,male,b91c7a6f67,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
2899480,2010-09-01,28140.0,"BELL RD & DODSON CHAPEL RD, HERMITAGE, TN, 37076",36.1633098,-86.613147,5.0,9501.0,521.0,53.0,white,female,fc43f6017d,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
543402,2012-12-13,67560.0,"3RD AVE S & ASH ST, NASHVILLE, TN, 37210",36.1527862,-86.7705625,4.0,4005.0,425.0,26.0,white,male,8ad42740bd,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,RAN STOP SIGN
1446083,2012-02-26,55380.0,"BELL RD & DODSON CHAPEL RD, HERMITAGE, TN, 37076",36.1633098,-86.613147,5.0,9501.0,521.0,18.0,black,male,6d13b2ff93,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,
497796,2012-01-20,62160.0,"W TRINITY LN & BAPTIST WORLD CENTER DR, NASHVILLE, TN, 37207",36.2070447,-86.7915951,6.0,3031.0,623.0,34.0,white,male,3b9274855e,vehicular,registration,False,False,True,warning,,,,False,False,False,False,,registration,TN,
1036418,2017-09-25,75600.0,"6TH AVE S & LAFAYETTE ST, NASHVILLE, TN, 37203",36.1533087,-86.775682,4.0,4039.0,425.0,58.0,white,female,a7a90aec7d,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
889536,2017-02-24,33600.0,"BRILEY PKWY N & MCGAVOCK PIKE, NASHVILLE, TN, 37214",36.2173097,-86.6932593,5.0,92941.0,515.0,44.0,white,female,53d89d125a,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,KY,
2754071,2011-08-21,55500.0,"1900 DAVIDSON ST, NASHVILLE, TN, 37206",36.1650499,-86.7335515,2.0,1235.0,215.0,22.0,white,male,8d5e63d997,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
1500866,2015-02-06,26700.0,"I 40 W & SPENCE LN, NASHVILLE, TN, 37210",36.137011,-86.724956,5.0,9006.0,513.0,22.0,black,female,6074f7bab3,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
2586630,2013-07-26,52200.0,"ACKLEN PARK DR & PARK CIR, NASHVILLE, TN, 37205",36.1432494,-86.8233243,1.0,5247.0,113.0,22.0,white,male,315048466f,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
1083267,2017-12-12,78180.0,"MILLWOOD DR & MURFREESBORO PIKE, NASHVILLE, TN, 37217",36.1294517,-86.714738,5.0,8815.0,531.0,43.0,asian/pacific islander,male,97117e47ab,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
2550675,2012-07-02,31440.0,"GAY ST & JAMES ROBERTSON PKWY, NASHVILLE, TN, 37201",36.1683423,-86.7819661,4.0,4163.0,415.0,26.0,black,female,273c27bb0c,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
1650715,2010-03-24,51600.0,"I 440 E & I 65 S, NASHVILLE, TN, 37204",36.1113502,-86.7716763,8.0,7016.0,823.0,35.0,black,female,2c5a97d325,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
1317251,2015-02-10,14880.0,"S 4TH ST & SHELBY AVE, NASHVILLE, TN, 37206",36.167016,-86.7637341,2.0,1009.0,211.0,26.0,black,male,d08894c335,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
877329,2017-02-09,12960.0,"BRICK CHURCH PIKE & W TRINITY LN, NASHVILLE, TN, 37207",36.2066779,-86.7779622,6.0,3007.0,621.0,41.0,black,male,81ffb8487e,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
337803,2013-11-22,57000.0,"26TH AVE N & CHARLOTTE AVE, NASHVILLE, TN, 37209",36.154515,-86.8155091,6.0,5315.0,615.0,62.0,black,male,41a15946a7,vehicular,registration,False,False,True,warning,,,,False,False,False,False,,registration,TN,
1563352,2015-03-13,31140.0,"49TH AVE N & CHARLOTTE AVE, NASHVILLE, TN, 37209",36.1520558,-86.845984,1.0,5129.0,113.0,53.0,black,female,2699ef149f,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
2868014,2014-08-07,85020.0,"NOLENSVILLE PIKE & OLD HICKORY BLVD, NASHVILLE, TN, 37211",36.045389,-86.7132511,8.0,8655.0,835.0,18.0,white,male,871986f056,vehicular,safety violation,False,False,True,warning,,,,False,False,False,False,,safety violation,TN,
2382609,2014-06-27,72660.0,"44TH AVE N & TENNESSEE AVE, NASHVILLE, TN, 37209",36.161062,-86.8403277,1.0,4537.0,111.0,21.0,black,male,8f564c22fd,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
1092656,2017-12-30,7740.0,"28TH AVE N & WEST END AVE, NASHVILLE, TN, 37203",36.1450678,-86.8123384,8.0,5625.0,813.0,29.0,white,male,724faddb76,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
2106123,2014-05-02,32460.0,"BRICK CHURCH PIKE & FERNCO DR, NASHVILLE, TN, 37207",36.2199469,-86.7823027,6.0,3047.0,621.0,46.0,white,male,0c43101255,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
2804967,2012-08-27,68820.0,"EDWARDS AVE & HART LN, NASHVILLE, TN, 37216",36.2168659,-86.7395794,2.0,1847.0,225.0,52.0,white,male,2fcd6b06aa,vehicular,seatbelt violation,False,False,True,warning,,,,False,False,False,False,,seatbelt violation,TN,SEATBELT WORN IMPROPERLY
655635,2014-12-29,38220.0,"6TH AVE S & KOREAN VETERANS BLVD, NASHVILLE, TN, 37203",36.1558166,-86.777227,4.0,4043.0,425.0,66.0,black,female,66b21cc5c2,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
2709335,2015-08-14,36780.0,"N GALLATIN PIKE & ALTA LOMA RD, MADISON, TN, 37115",36.2931922,-86.7024332,7.0,1721.0,727.0,23.0,white,male,b4e2bfe413,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
1353837,2013-02-14,66120.0,"BURTON HILLS BLVD & HILLSBORO PIKE, NASHVILLE, TN, 37215",36.0956276,-86.8253245,1.0,6115.0,117.0,30.0,black,male,a70d3cbc7c,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,tags
1295410,2018-12-17,9600.0,"HARDING PL & 24  E, NASHVILLE, TN, 37211",36.0831152,-86.7127647,3.0,8708.0,321.0,19.0,black,female,983e5f597c,vehicular,vehicle equipment violation,False,True,True,citation,False,False,False,False,True,True,True,probable cause,vehicle equipment violation,TN,
138108,2014-10-28,360.0,"HICKORY INDUSTRIAL DR & ROBINSON RD, OLD HICKORY, TN, 37138",36.2666644,-86.6700531,5.0,9611.0,525.0,37.0,white,female,4544025295,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
1732008,2012-03-05,960.0,"12TH AVE S & WEDGEWOOD AVE, NASHVILLE, TN, 37203",36.1361675,-86.7886974,8.0,6913.0,823.0,21.0,white,male,8e6e05f1aa,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
1202044,2018-06-02,63780.0,"LEBANON PIKE & TULIP GROVE RD, HERMITAGE, TN, 37076",36.2153606,-86.5885506,5.0,9727.0,525.0,20.0,black,male,d035c615e2,vehicular,safety violation,False,False,True,warning,,,,False,False,False,False,,safety violation,TN,
3075505,2014-09-07,41820.0,"BRILEY PKWY N & MURFREESBORO PIKE, NASHVILLE, TN, 37217",36.122074,-86.702419,3.0,8831.0,315.0,21.0,white,female,60393a48db,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
2236150,2014-06-10,55680.0,"21ST AVE S & ACKLEN AVE, NASHVILLE, TN, 37212",36.1356369,-86.8010087,8.0,5825.0,815.0,58.0,white,female,7b76b56003,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
28966,2011-10-13,55200.0,"12TH AVE S & HAWKINS ST, NASHVILLE, TN, 37203",36.1485445,-86.7852223,8.0,6723.0,811.0,51.0,white,male,cf72c2298a,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
2019850,2012-05-01,37500.0,"4442 LEBANON PIKE, HERMITAGE, TN, 37076",36.2154998,-86.5991784,5.0,9715.0,525.0,24.0,black,female,93ef5d6182,vehicular,vehicle equipment violation,False,True,True,citation,True,True,False,True,True,True,True,plain view,vehicle equipment violation,TN,
57650,2013-10-17,63480.0,"LEBANON PIKE & OMOHUNDRO DR, NASHVILLE, TN, 37210",36.1570421,-86.70899,5.0,9019.0,513.0,60.0,white,male,de875f0bc7,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
1209274,2018-06-15,56700.0,"FIRESTONE PKWY & OLD HICKORY BLVD, ANTIOCH, TN, 37013",36.0164569,-86.6194464,3.0,8869.0,333.0,19.0,black,female,0bfa5a7f73,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
408464,2012-01-14,14280.0,"BELL RD & HICKORY HOLLOW PKWY, ANTIOCH, TN, 37013",36.0476388,-86.6559307,3.0,8859.0,325.0,20.0,black,male,b423a06a7b,vehicular,moving traffic violation,False,True,True,citation,True,True,False,True,True,True,True,probable cause,moving traffic violation,TN,
3029404,2015-09-28,76260.0,"EZELL PIKE & MURFREESBORO PIKE, NASHVILLE, TN, 37217",36.1057338,-86.6717169,3.0,8841.0,323.0,38.0,black,male,dc95719a9d,vehicular,moving traffic violation,False,True,True,citation,,,,False,False,False,False,,moving traffic violation,GA,
1443083,2016-02-25,56940.0,"DICKERSON PIKE & E TRINITY LN, NASHVILLE, TN, 37207",36.2058983,-86.7685904,2.0,1863.0,223.0,55.0,white,male,fa584a6825,vehicular,registration,False,False,True,warning,,,,False,False,False,False,,registration,TN,
1029522,2017-09-14,34680.0,"2471 MCGAVOCK PIKE, NASHVILLE, TN, 37214",36.2177993,-86.6996181,5.0,9209.0,515.0,18.0,white,female,963f2c3d0d,vehicular,seatbelt violation,False,False,True,warning,,,,False,False,False,False,,seatbelt violation,TN,
3034151,2013-09-29,72180.0,"CLARKSVILLE PIKE & W HAMILTON RD, NASHVILLE, TN, 37218",36.2083309,-86.8396132,6.0,3123.0,625.0,20.0,hispanic,female,972faedf56,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,ran red light
76255,2011-10-20,31320.0,"I 40 E & OLD HICKORY BLVD, HERMITAGE, TN, 37076",36.10788,-86.922344,5.0,9504.0,523.0,35.0,white,female,dee949df82,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
2485245,2013-07-12,25140.0,"819 S GALLATIN PIKE, MADISON, TN, 37115",36.2534221,-86.716039,7.0,1623.0,711.0,33.0,white,male,0e07d5dec6,vehicular,vehicle equipment violation,True,False,True,arrest,,,,False,False,False,False,,vehicle equipment violation,TN,
2128894,2016-05-24,1620.0,"S 10TH ST & SHELBY AVE, NASHVILLE, TN, 37206",36.1713641,-86.7523097,2.0,1125.0,213.0,44.0,black,male,4c0722bb4a,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
584566,2013-12-19,83400.0,"47TH AVE N & CHARLOTTE AVE, NASHVILLE, TN, 37209",36.1521442,-86.8434584,1.0,5129.0,113.0,21.0,white,female,e8583fbb05,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
2480753,2010-07-12,38760.0,"BUENA VISTA PIKE & LLOYD RD, NASHVILLE, TN, 37207",36.2524811,-86.8299186,6.0,3221.0,627.0,30.0,black,female,e017e18ea5,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,
1990196,2011-04-08,72900.0,"ARTHUR AVE & MONROE ST, NASHVILLE, TN, 37208",36.1742067,-86.7967264,6.0,4301.0,617.0,29.0,black,female,8f1069f970,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,"stop sign
"
2202279,2011-05-06,66120.0,"GALLATIN PIKE & MCCHESNEY AVE, NASHVILLE, TN, 37216",36.213298,-86.7313668,2.0,1441.0,217.0,52.0,white,female,33acd6428b,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
2467662,2011-07-11,35760.0,"918 BUCHANAN ST, NASHVILLE, TN, 37208",36.1807148,-86.8028891,6.0,4447.0,611.0,20.0,black,male,b20d1984d4,vehicular,seatbelt violation,False,False,True,warning,,,,False,False,False,False,,seatbelt violation,TN,
2200782,2010-05-06,2340.0,"HARDING PL & HUMBER DR, NASHVILLE, TN, 37211",36.0808537,-86.7145415,3.0,8419.0,317.0,58.0,asian/pacific islander,male,ca70dcb8f6,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
1166075,2018-04-06,34620.0,"DICKERSON PIKE & 65  N, NASHVILLE, TN, 37207",36.2058983,-86.7685904,2.0,18062.0,225.0,34.0,white,female,6761423fb7,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,
8075,2011-10-11,5880.0,"BELL RD & PLEASANT HILL RD, NASHVILLE, TN, 37214",36.124414,-86.6302859,5.0,8945.0,533.0,21.0,white,male,1102c43b65,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,"speed -- in --
"
624996,2011-12-22,84180.0,"I 40 E & FESSLERS LN, NASHVILLE, TN, 37210",36.137011,-86.724956,5.0,8206.0,513.0,31.0,white,male,7f11c3c73c,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
1480482,2012-02-04,83700.0,"5TH AVE S & PEABODY ST, NASHVILLE, TN, 37203",36.1555445,-86.775193,4.0,4045.0,425.0,30.0,white,female,56ee11fe67,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
970245,2017-06-21,57540.0,"BELL RD & HICKORY HOLLOW LN, ANTIOCH, TN, 37013",36.0491822,-86.6517506,3.0,8863.0,333.0,31.0,white,male,5203210c03,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
2885078,2010-09-10,44820.0,"I 24 E & SPRING ST, NASHVILLE, TN, 37213",36.1764615,-86.775623,4.0,1985.0,413.0,40.0,white,male,f3be646353,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,
665701,2012-12-31,31020.0,"HOSPITAL DR & NEELYS BEND RD, MADISON, TN, 37115",36.2492109,-86.6856193,7.0,1633.0,713.0,36.0,white,female,136443d512,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,STOPPED FOR ROLLING THRU STOP SIGN @ NEELYS BEND &amp; SIOUX RERRACE
1074631,2017-11-28,46260.0,"BELL RD & HICKORY PARK DR, ANTIOCH, TN, 37013",36.0448578,-86.670401,3.0,8753.0,331.0,48.0,white,male,b9f747e548,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,
2482766,2011-07-12,72060.0,"BROADMOOR DR & DICKERSON PIKE, NASHVILLE, TN, 37207",36.2293504,-86.759278,2.0,1811.0,225.0,40.0,black,female,a15c67f558,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
2686800,2012-08-01,32760.0,"ARTA DR & OLD HICKORY BLVD W, MADISON, TN, 37115",36.267315,-86.7461717,7.0,2039.0,725.0,47.0,black,male,33b2c0bf9c,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,
903285,2017-03-16,82920.0,"28TH AVE N & FELICIA ST, NASHVILLE, TN, 37209",36.1550419,-86.8185626,6.0,5313.0,615.0,19.0,black,female,17e2b951bd,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
2434425,2013-06-06,64620.0,"3RD AVE N & STOCKYARD ST, NASHVILLE, TN, 37201",36.1722044,-86.782902,4.0,4213.0,413.0,29.0,black,male,7d6a69a168,vehicular,seatbelt violation,False,True,False,citation,,,,False,False,False,False,,seatbelt violation,TN,
767064,2014-12-09,85920.0,"2500 LEBANON PIKE, NASHVILLE, TN, 37214",36.1699481,-86.6793188,5.0,9307.0,515.0,33.0,white,male,cc23b83d61,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
2490087,2011-07-13,75660.0,"MALTA DR & WHITES CREEK PIKE, NASHVILLE, TN, 37207",36.2162908,-86.8019741,6.0,3033.0,623.0,70.0,black,male,8a6d6c9e3b,vehicular,safety violation,False,False,True,warning,,,,False,False,False,False,,safety violation,TN,
2202262,2011-05-06,65040.0,"EDMONDSON PIKE & SUTER DR, NASHVILLE, TN, 37211",36.0710526,-86.7337936,8.0,8659.0,835.0,34.0,white,female,1d17ac8627,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
2555055,2016-07-02,960.0,"14TH AVE S & DEMONBREUN ST, NASHVILLE, TN, 37203",36.1536051,-86.7884173,8.0,5701.0,811.0,22.0,white,female,3c87cce3fc,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
1407992,2011-02-02,28200.0,"7650 HWY 70 S, NASHVILLE, TN, 37221",36.0807799,-86.9553847,1.0,4813.0,125.0,44.0,white,female,825f6ab981,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
2612270,2013-07-30,40380.0,"3912 NOLENSVILLE PIKE, NASHVILLE, TN, 37211",36.085894,-86.72853,3.0,8415.0,317.0,26.0,white,male,498350de5b,vehicular,seatbelt violation,False,False,True,warning,,,,False,False,False,False,,seatbelt violation,TN,
1583616,2013-03-16,70020.0,"S 9TH ST & SHELBY AVE, NASHVILLE, TN, 37206",36.1706467,-86.7543,2.0,1125.0,213.0,23.0,black,male,33acd6428b,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
2287868,2012-06-16,46440.0,"BELLE FOREST CIR & OLD HICKORY BLVD, NASHVILLE, TN, 37205",36.0767667,-86.9204881,1.0,4903.0,121.0,25.0,white,female,65e8b864be,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,REAR RIGHT BRAKE LIGHT
1111314,2018-01-24,57840.0,"BOSCOBEL ST & S 7TH ST, NASHVILLE, TN, 37206",36.170375,-86.7585084,2.0,1115.0,211.0,41.0,white,female,71cbae12cb,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,AL,
2335239,2014-06-02,36360.0,"DRAKES BRANCH RD & KINGS LN, NASHVILLE, TN, 37218",36.2172862,-86.8486675,6.0,3127.0,625.0,36.0,white,female,e562769ea0,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
136251,2012-10-28,83340.0,"CHARLOTTE PIKE & DAVIDSON DR, NASHVILLE, TN, 37209",36.1294959,-86.903308,1.0,4677.0,123.0,65.0,white,female,f9d7f04fc0,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
2599333,2013-07-28,10620.0,"W TRINITY LN & I 65 N, NASHVILLE, TN, 37207",36.2070447,-86.7915951,2.0,18020.0,223.0,21.0,black,female,9fe1c602e1,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
25387,2014-10-12,84060.0,"DR D B TODD JR BLVD & JEFFERSON ST, NASHVILLE, TN, 37208",36.1694517,-86.8066186,6.0,5325.0,615.0,40.0,black,male,583d36a9fd,vehicular,investigative stop,False,False,True,warning,,,,False,False,False,False,,investigative stop,TN,vehicle was white escalade possibly related to --p ------------.
1475978,2015-02-03,45060.0,"GALLATIN AVE & GREENWOOD AVE, NASHVILLE, TN, 37206",36.1908085,-86.7453094,2.0,1933.0,215.0,68.0,black,male,2516786674,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
1832121,2015-04-16,64500.0,"MAYS ST & RAYMOND ST, NASHVILLE, TN, 37211",36.0992975,-86.7465091,8.0,8513.0,831.0,34.0,white,female,9baf596c41,vehicular,vehicle equipment violation,True,True,True,arrest,True,True,False,True,True,True,True,consent,vehicle equipment violation,TN,
2518731,2014-07-17,85140.0,"EASTLAND AVE & RIVERSIDE DR, NASHVILLE, TN, 37206",36.1817365,-86.7254654,2.0,1343.0,215.0,55.0,black,female,36ca3f6525,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
2308224,2010-06-19,6240.0,"LOUISE AVE & WEST END AVE, NASHVILLE, TN, 37203",36.1493554,-86.8034506,8.0,5715.0,815.0,22.0,white,male,01aa59bb70,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
2056597,2012-05-16,85200.0,"CARROLL ST & UNIVERSITY CT, NASHVILLE, TN, 37210",36.1530819,-86.7640239,5.0,8203.0,511.0,27.0,white,male,51ff126ada,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
1565820,2012-03-14,41040.0,"I 65 N & I 440 ENTRY, NASHVILLE, TN, 37204",35.7275536,-86.9604933,8.0,70182.0,825.0,52.0,white,male,41c8075306,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,
1343885,2012-02-13,59940.0,"21ST AVE N & HEIMAN ST, NASHVILLE, TN, 37208",36.1710578,-86.8099323,6.0,4481.0,613.0,54.0,black,female,a076fe22eb,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,rolled through stop sign
2512646,2014-07-16,67260.0,"BELL RD & EAGLE VIEW BLVD, ANTIOCH, TN, 37013",36.0522828,-86.6448386,3.0,8865.0,333.0,29.0,black,male,17c9ffa200,vehicular,registration,False,False,True,warning,,,,False,False,False,False,,registration,TN,EXP TAG
2754273,2011-08-21,72300.0,"CHEYENNE BLVD & PALLAS DR, MADISON, TN, 37115",36.2542447,-86.672492,7.0,1633.0,713.0,46.0,black,female,a5bc6d878f,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
1461630,2012-02-28,52500.0,"25TH AVE N & MERRY ST, NASHVILLE, TN, 37208",36.1595093,-86.8138068,6.0,5311.0,615.0,45.0,black,female,eedda40d7b,vehicular,investigative stop,False,False,True,warning,,,,False,False,False,False,,investigative stop,TN,
1603846,2010-03-19,6660.0,"BROOK HOLLOW RD & CHARLOTTE PIKE, NASHVILLE, TN, 37209",36.1358391,-86.8852149,1.0,5009.0,123.0,43.0,white,female,a78a8696a9,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
2647807,2010-07-07,12600.0,"GALLATIN PIKE & GILLOCK ST, NASHVILLE, TN, 37216",36.2141443,-86.7307286,2.0,1441.0,217.0,31.0,black,male,4af3cba1d7,vehicular,investigative stop,False,False,True,warning,,,,False,False,False,False,,investigative stop,TN,
389436,2011-01-13,49800.0,"BROADMOOR DR & GRA MAR DR, NASHVILLE, TN, 37216",36.2297873,-86.73473,2.0,1841.0,225.0,39.0,black,female,6dcfd54f0d,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
285762,2015-11-17,63420.0,"MURFREESBORO PIKE & PINEWAY DR, NASHVILLE, TN, 37217",36.1151016,-86.694229,3.0,8835.0,315.0,32.0,black,female,3bdca3df2d,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
659732,2011-12-30,59040.0,"FLINTLOCK CT & NASHBORO BLVD, NASHVILLE, TN, 37217",36.0891939,-86.6363837,5.0,8937.0,535.0,34.0,black,female,aca83e7122,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
1254222,2018-09-03,21300.0,"ROBERTSON AVE & VERNON AVE, NASHVILLE, TN, 37209",36.1569072,-86.8686111,1.0,4679.0,115.0,27.0,black,male,fe1ec69f77,vehicular,vehicle equipment violation,False,True,False,citation,,,,False,False,False,False,,vehicle equipment violation,TN,
1248757,2018-08-23,40500.0,"8TH AVE S & DEMONBREUN ST, NASHVILLE, TN, 37203",36.1568929,-86.780828,4.0,4073.0,421.0,28.0,black,female,a66f62a8d9,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,
629222,2016-12-22,85140.0,"CLEVELAND ST & DICKERSON PIKE, NASHVILLE, TN, 37207",36.1874264,-86.7733527,2.0,1953.0,221.0,20.0,black,male,177b71ed10,vehicular,vehicle equipment violation,False,False,True,warning,True,True,False,False,True,True,True,probable cause,vehicle equipment violation,TN,OUT HEAD LIGHT
1894526,2015-04-23,40740.0,"CHARLOTTE AVE & MORROW RD, NASHVILLE, TN, 37209",36.1515843,-86.8521113,1.0,5121.0,111.0,41.0,white,male,cc109f0f38,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,
342766,2011-11-23,75180.0,"ELYSIAN FIELDS RD & NOLENSVILLE PIKE, NASHVILLE, TN, 37211",36.0868909,-86.7302104,8.0,8501.0,831.0,37.0,black,male,0a077e7833,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,
702730,2012-12-05,68040.0,"MT VIEW RD & RURAL HILL RD, ANTIOCH, TN, 37013",36.0522371,-86.6531766,3.0,8861.0,325.0,32.0,white,male,3158c055ac,vehicular,safety violation,False,False,True,warning,,,,False,False,False,False,,safety violation,TN,ONLY ONE HEADLIGHT
