,index,raw_row_number,date,time,location,lat,lng,precinct,reporting_area,zone,subject_age,subject_race,subject_sex,officer_id_hash,type,violation,arrest_made,citation_issued,warning_issued,outcome,contraband_found,contraband_drugs,contraband_weapons,frisk_performed,search_conducted,search_person,search_vehicle,search_basis,reason_for_stop,vehicle_registration_state,notes,raw_verbal_warning_issued,raw_written_warning_issued,raw_traffic_citation_issued,raw_misd_state_citation_issued,raw_suspect_ethnicity,raw_driver_searched,raw_passenger_searched,raw_search_consent,raw_search_arrest,raw_search_warrant,raw_search_inventory,raw_search_plain_view
0,1840907,93347,2010-04-18,13140.0,"BURGESS AVE & WHITE BRIDGE PIKE, NASHVILLE, TN, 37209",36.145004,-86.8579697,1.0,5103.0,113.0,23.0,white,male,88ef34d431,vehicular,moving traffic violation,True,False,False,arrest,,,,False,False,False,False,,moving traffic violation,TN,,False,False,False,,N,False,False,False,False,False,False,False
1,492044,2001428,2015-01-19,19920.0,"DUE WEST AVE W & S GRAYCROFT AVE, MADISON, TN, 37115",36.2491867,-86.7344591,7.0,1797.0,723.0,45.0,black,female,2d9b91c2d2,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,tail light out,True,False,False,False,N,False,False,False,False,False,False,False
2,431170,1996331,2015-01-15,1020.0,"S GALLATIN PIKE & MADISON BLVD, MADISON, TN, 37115",36.2549788,-86.7152461,7.0,1623.0,711.0,21.0,black,female,576170def4,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,,True,False,False,False,N,False,False,False,False,False,False,False
3,2066423,1319451,2013-05-17,62760.0,"CHARLOTTE PIKE & W HILLWOOD DR, NASHVILLE, TN, 37209",36.1390929,-86.8805335,1.0,5009.0,123.0,35.0,white,male,b91c7a6f67,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,,True,False,False,False,N,False,False,False,False,False,False,False
4,2899480,201349,2010-09-01,28140.0,"BELL RD & DODSON CHAPEL RD, HERMITAGE, TN, 37076",36.1633098,-86.613147,5.0,9501.0,521.0,53.0,white,female,fc43f6017d,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,,True,False,False,,N,False,False,False,False,False,False,False
5,543402,1118773,2012-12-13,67560.0,"3RD AVE S & ASH ST, NASHVILLE, TN, 37210",36.1527862,-86.7705625,4.0,4005.0,425.0,26.0,white,male,8ad42740bd,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,RAN STOP SIGN,True,False,False,False,N,False,False,False,False,False,False,False
6,1446083,768837,2012-02-26,55380.0,"BELL RD & DODSON CHAPEL RD, HERMITAGE, TN, 37076",36.1633098,-86.613147,5,9501.0,521,18.0,black,male,6d13b2ff93,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,,False,False,True,False,N,False,False,False,False,False,False,False
7,497796,720439,2012-01-20,62160.0,"W TRINITY LN & BAPTIST WORLD CENTER DR, NASHVILLE, TN, 37207",36.2070447,-86.7915951,6.0,3031.0,623.0,34.0,white,male,3b9274855e,vehicular,registration,False,False,True,warning,,,,False,False,False,False,,registration,TN,,True,False,False,,N,False,False,False,False,False,False,False
8,1036418,2826256,2017-09-25,75600.0,"6TH AVE S & LAFAYETTE ST, NASHVILLE, TN, 37203",36.1533087,-86.775682,4.0,4039.0,425.0,58.0,white,female,a7a90aec7d,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,,True,,False,False,N,False,False,False,False,False,False,False
9,889536,2679164,2017-02-24,33600.0,"BRILEY PKWY N & MCGAVOCK PIKE, NASHVILLE, TN, 37214",36.2173097,-86.6932593,5.0,92941.0,515.0,44.0,white,female,53d89d125a,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,KY,,True,,False,False,N,False,False,False,False,False,False,False
10,2754071,565740,2011-08-21,55500.0,"1900 DAVIDSON ST, NASHVILLE, TN, 37206",36.1650499,-86.7335515,2.0,1235.0,215.0,22.0,white,male,8d5e63d997,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,,True,False,False,,N,False,False,False,False,False,False,False
11,1500866,2022426,2015-02-06,26700.0,"I 40 W & SPENCE LN, NASHVILLE, TN, 37210",36.137011,-86.724956,5,9006.0,513,22.0,black,female,6074f7bab3,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,,True,False,False,False,N,False,False,False,False,False,False,False
12,2586630,1398766,2013-07-26,52200.0,"ACKLEN PARK DR & PARK CIR, NASHVILLE, TN, 37205",36.1432494,-86.8233243,1.0,5247.0,113.0,22.0,white,male,315048466f,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,,True,False,False,False,N,False,False,False,False,False,False,False
13,2200690,104718,2010-05-06,47280.0,"ELYSIAN FIELDS RD & NOLENSVILLE PIKE, NASHVILLE, TN, 37211",36.0868909,-86.7302104,,,,37.0,other,male,5966fe24c8,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,,False,False,True,,N,False,False,False,False,False,False,False
14,1083267,2873186,2017-12-12,78180.0,"MILLWOOD DR & MURFREESBORO PIKE, NASHVILLE, TN, 37217",36.1294517,-86.714738,5.0,8815.0,531.0,43.0,asian/pacific islander,male,97117e47ab,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,,True,,False,False,N,False,False,False,False,False,False,False
15,689553,1534191,2013-12-04,43920.0,"I 65 N & BRILEY PKWY W, NASHVILLE, TN, 37207",36.2384787,-86.7562815,,,,19.0,white,female,d098ec755c,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,,False,False,True,False,N,False,False,False,False,False,False,False
16,2550675,929922,2012-07-02,31440.0,"GAY ST & JAMES ROBERTSON PKWY, NASHVILLE, TN, 37201",36.1683423,-86.7819661,4.0,4163.0,415.0,26.0,black,female,273c27bb0c,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,,True,False,False,False,N,False,False,False,False,False,False,False
17,1650715,147107,2010-03-24,51600.0,"I 440 E & I 65 S, NASHVILLE, TN, 37204",36.1113502,-86.7716763,8.0,7016.0,823.0,35.0,black,female,2c5a97d325,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,,True,False,False,,N,False,False,False,False,False,False,False
18,1317251,2026763,2015-02-10,14880.0,"S 4TH ST & SHELBY AVE, NASHVILLE, TN, 37206",36.167016,-86.7637341,2.0,1009.0,211.0,26.0,black,male,d08894c335,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,,True,False,False,False,N,False,False,False,False,False,False,False
19,877329,2666942,2017-02-09,12960.0,"BRICK CHURCH PIKE & W TRINITY LN, NASHVILLE, TN, 37207",36.2066779,-86.7779622,6.0,3007.0,621.0,41.0,black,male,81ffb8487e,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,,True,,False,False,N,False,False,False,False,False,False,False
20,337803,1522789,2013-11-22,57000.0,"26TH AVE N & CHARLOTTE AVE, NASHVILLE, TN, 37209",36.154515,-86.8155091,6,5315.0,615,62.0,black,male,41a15946a7,vehicular,registration,False,False,True,warning,,,,False,False,False,False,,registration,TN,,True,False,False,False,N,False,False,False,False,False,False,False
21,1563352,2055265,2015-03-13,31140.0,"49TH AVE N & CHARLOTTE AVE, NASHVILLE, TN, 37209",36.1520558,-86.845984,1.0,5129.0,113.0,53.0,black,female,2699ef149f,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,,True,False,False,False,N,False,False,False,False,False,False,False
22,2868014,1818945,2014-08-07,85020.0,"NOLENSVILLE PIKE & OLD HICKORY BLVD, NASHVILLE, TN, 37211",36.045389,-86.7132511,8.0,8655.0,835.0,18.0,white,male,871986f056,vehicular,safety violation,False,False,True,warning,,,,False,False,False,False,,safety violation,TN,,True,False,False,False,N,False,False,False,False,False,False,False
23,2382609,1783370,2014-06-27,72660.0,"44TH AVE N & TENNESSEE AVE, NASHVILLE, TN, 37209",36.161062,-86.8403277,1.0,4537.0,111.0,21.0,black,male,8f564c22fd,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,,True,False,False,False,N,False,False,False,False,False,False,False
24,2888137,1444707,2013-09-10,12660.0,", , ,",,,,,,35.0,white,male,d97637d49a,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,,True,False,False,False,N,False,False,False,False,False,False,False
25,1092656,2882585,2017-12-30,7740.0,"28TH AVE N & WEST END AVE, NASHVILLE, TN, 37203",36.1450678,-86.8123384,8.0,5625.0,813.0,29.0,white,male,724faddb76,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,,True,,False,False,N,False,False,False,False,False,False,False
26,1783808,2433451,2016-04-11,84840.0,"DARBYTOWN DR & DICKERSON PIKE, NASHVILLE, TN, 37207",36.2669423,-86.7566289,,,,23.0,black,male,793daf204c,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,PASSENGER SIDE HEADLIGHT OUT,True,False,False,False,N,False,False,False,False,False,False,False
27,2106123,1720890,2014-05-02,32460.0,"BRICK CHURCH PIKE & FERNCO DR, NASHVILLE, TN, 37207",36.2199469,-86.7823027,6.0,3047.0,621.0,46.0,white,male,0c43101255,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,,True,False,False,False,N,False,False,False,False,False,False,False
28,2804967,993808,2012-08-27,68820.0,"EDWARDS AVE & HART LN, NASHVILLE, TN, 37216",36.2168659,-86.7395794,2.0,1847.0,225.0,52.0,white,male,2fcd6b06aa,vehicular,seatbelt violation,False,False,True,warning,,,,False,False,False,False,,seatbelt violation,TN,SEATBELT WORN IMPROPERLY,True,False,False,False,N,False,False,False,False,False,False,False
29,655635,1969577,2014-12-29,38220.0,"6TH AVE S & KOREAN VETERANS BLVD, NASHVILLE, TN, 37203",36.1558166,-86.777227,4.0,4043.0,425.0,66.0,black,female,66b21cc5c2,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,,True,False,False,False,U,False,False,False,False,False,False,False
30,163682,1035320,2012-10-03,53640.0,"MM 196 I40 E, , TN,",35.434219,-97.4078234,,,,22.0,white,male,01aa59bb70,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,,True,False,False,False,N,False,False,False,False,False,False,False
31,2709335,2215675,2015-08-14,36780.0,"N GALLATIN PIKE & ALTA LOMA RD, MADISON, TN, 37115",36.2931922,-86.7024332,7.0,1721.0,727.0,23.0,white,male,b4e2bfe413,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,,True,False,False,False,U,False,False,False,False,False,False,False
32,1353837,1210366,2013-02-14,66120.0,"BURTON HILLS BLVD & HILLSBORO PIKE, NASHVILLE, TN, 37215",36.0956276,-86.8253245,1.0,6115.0,117.0,30.0,black,male,a70d3cbc7c,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,tags,True,False,False,False,N,False,False,False,False,False,False,False
33,1295410,3085595,2018-12-17,9600.0,"HARDING PL & 24  E, NASHVILLE, TN, 37211",36.0831152,-86.7127647,3.0,8708.0,321.0,19.0,black,female,983e5f597c,vehicular,vehicle equipment violation,False,True,True,citation,False,False,False,False,True,True,True,probable cause,vehicle equipment violation,TN,,True,,False,True,N,True,False,False,False,False,False,False
34,138108,1905865,2014-10-28,360.0,"HICKORY INDUSTRIAL DR & ROBINSON RD, OLD HICKORY, TN, 37138",36.2666644,-86.6700531,5.0,9611.0,525.0,37.0,white,female,4544025295,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,,True,False,False,False,N,False,False,False,False,False,False,False
35,265108,2295622,2015-11-14,,"CHARLOTTE AVE & ROSA L PARKS AVE, NASHVILLE, TN, 37203",36.1642586,-86.7856134,4.0,4147.0,411.0,40.0,black,male,1b55d714e1,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,HEAD LIGHT OUT.,True,False,False,False,N,False,False,False,False,False,False,False
36,1309255,3099448,2019-03-12,29700.0,"MM 205 2 I40 W, NASHVILLE, TN, 37209",,,1.0,45045.0,111.0,50.0,white,female,16f69cd6ef,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,,,True,,False,False,N,False,False,False,False,False,False,False
37,1732008,778385,2012-03-05,960.0,"12TH AVE S & WEDGEWOOD AVE, NASHVILLE, TN, 37203",36.1361675,-86.7886974,8,6913.0,823,21.0,white,male,8e6e05f1aa,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,,True,False,False,False,N,False,False,False,False,False,False,False
38,1202044,2992139,2018-06-02,63780.0,"LEBANON PIKE & TULIP GROVE RD, HERMITAGE, TN, 37076",36.2153606,-86.5885506,5.0,9727.0,525.0,20.0,black,male,d035c615e2,vehicular,safety violation,False,False,True,warning,,,,False,False,False,False,,safety violation,TN,,True,,False,False,N,False,False,False,False,False,False,False
39,3075505,1852686,2014-09-07,41820.0,"BRILEY PKWY N & MURFREESBORO PIKE, NASHVILLE, TN, 37217",36.122074,-86.702419,3.0,8831.0,315.0,21.0,white,female,60393a48db,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,,True,False,False,False,N,False,False,False,False,False,False,False
40,2236150,1762370,2014-06-10,55680.0,"21ST AVE S & ACKLEN AVE, NASHVILLE, TN, 37212",36.1356369,-86.8010087,8.0,5825.0,815.0,58.0,white,female,7b76b56003,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,,True,False,False,False,N,False,False,False,False,False,False,False
41,2149765,2471838,2016-05-27,36660.0,"OLD HICKORY BLVD & SONYA DR, NASHVILLE, TN, 37209",36.1098845,-86.9225162,,,,47.0,white,female,a9e3132c9f,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,,True,False,False,False,N,False,False,False,False,False,False,False
42,28966,621646,2011-10-13,55200.0,"12TH AVE S & HAWKINS ST, NASHVILLE, TN, 37203",36.1485445,-86.7852223,8,6723.0,811,51.0,white,male,cf72c2298a,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,,True,False,False,,N,False,False,False,False,False,False,False
43,2019850,851219,2012-05-01,37500.0,"4442 LEBANON PIKE, HERMITAGE, TN, 37076",36.2154998,-86.5991784,5.0,9715.0,525.0,24.0,black,female,93ef5d6182,vehicular,vehicle equipment violation,False,True,True,citation,True,True,False,True,True,True,True,plain view,vehicle equipment violation,TN,,True,False,False,True,N,True,False,False,False,False,False,True
44,399508,2286868,2015-11-03,68160.0,", , ,",,,,,,58.0,white,female,1b55d714e1,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,PLATE LIGHT OUT.,True,False,False,False,N,False,False,False,False,False,False,False
45,57650,1485238,2013-10-17,63480.0,"LEBANON PIKE & OMOHUNDRO DR, NASHVILLE, TN, 37210",36.1570421,-86.70899,5.0,9019.0,513.0,60.0,white,male,de875f0bc7,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,,True,False,False,False,N,False,False,False,False,False,False,False
46,1209274,2999383,2018-06-15,56700.0,"FIRESTONE PKWY & OLD HICKORY BLVD, ANTIOCH, TN, 37013",36.0164569,-86.6194464,3.0,8869.0,333.0,19.0,black,female,0bfa5a7f73,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,,True,,False,False,N,False,False,False,False,False,False,False
47,408464,711389,2012-01-14,14280.0,"BELL RD & HICKORY HOLLOW PKWY, ANTIOCH, TN, 37013",36.0476388,-86.6559307,3.0,8859.0,325.0,20.0,black,male,b423a06a7b,vehicular,moving traffic violation,False,True,True,citation,True,True,False,True,True,True,True,probable cause,moving traffic violation,TN,,True,False,False,True,N,True,True,False,False,False,False,False
48,1624425,1667708,2014-03-21,73140.0,", , ,",,,,,,71.0,white,male,1d8c47ce85,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,RAN STOP SIGN,True,False,False,False,N,False,False,False,False,False,False,False
49,3029404,2256850,2015-09-28,76260.0,"EZELL PIKE & MURFREESBORO PIKE, NASHVILLE, TN, 37217",36.1057338,-86.6717169,3.0,8841.0,323.0,38.0,black,male,dc95719a9d,vehicular,moving traffic violation,False,True,True,citation,,,,False,False,False,False,,moving traffic violation,GA,,True,False,False,True,N,False,False,False,False,False,False,False
50,1443083,2391669,2016-02-25,56940.0,"DICKERSON PIKE & E TRINITY LN, NASHVILLE, TN, 37207",36.2058983,-86.7685904,2,1863.0,223,55.0,white,male,fa584a6825,vehicular,registration,False,False,True,warning,,,,False,False,False,False,,registration,TN,,True,False,False,False,N,False,False,False,False,False,False,False
51,1029522,2819349,2017-09-14,34680.0,"2471 MCGAVOCK PIKE, NASHVILLE, TN, 37214",36.2177993,-86.6996181,5.0,9209.0,515.0,18.0,white,female,963f2c3d0d,vehicular,seatbelt violation,False,False,True,warning,,,,False,False,False,False,,seatbelt violation,TN,,True,,False,False,N,False,False,False,False,False,False,False
52,3034151,1465887,2013-09-29,72180.0,"CLARKSVILLE PIKE & W HAMILTON RD, NASHVILLE, TN, 37218",36.2083309,-86.8396132,6.0,3123.0,625.0,20.0,hispanic,female,972faedf56,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,ran red light,True,False,False,False,H,False,False,False,False,False,False,False
53,76255,626862,2011-10-20,31320.0,"I 40 E & OLD HICKORY BLVD, HERMITAGE, TN, 37076",36.10788,-86.922344,5.0,9504.0,523.0,35.0,white,female,dee949df82,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,,True,False,False,,N,False,False,False,False,False,False,False
54,2485245,1382788,2013-07-12,25140.0,"819 S GALLATIN PIKE, MADISON, TN, 37115",36.2534221,-86.716039,7.0,1623.0,711.0,33.0,white,male,0e07d5dec6,vehicular,vehicle equipment violation,True,False,True,arrest,,,,False,False,False,False,,vehicle equipment violation,TN,,True,False,False,False,N,False,False,False,False,False,False,False
55,2128894,2468715,2016-05-24,1620.0,"S 10TH ST & SHELBY AVE, NASHVILLE, TN, 37206",36.1713641,-86.7523097,2.0,1125.0,213.0,44.0,black,male,4c0722bb4a,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,,True,False,False,False,N,False,False,False,False,False,False,False
56,584566,1551487,2013-12-19,83400.0,"47TH AVE N & CHARLOTTE AVE, NASHVILLE, TN, 37209",36.1521442,-86.8434584,1.0,5129.0,113.0,21.0,white,female,e8583fbb05,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,,True,False,False,False,N,False,False,False,False,False,False,False
57,2480753,158195,2010-07-12,38760.0,"BUENA VISTA PIKE & LLOYD RD, NASHVILLE, TN, 37207",36.2524811,-86.8299186,6.0,3221.0,627.0,30.0,black,female,e017e18ea5,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,,False,False,True,,N,False,False,False,False,False,False,False
58,1990196,416312,2011-04-08,72900.0,"ARTHUR AVE & MONROE ST, NASHVILLE, TN, 37208",36.1742067,-86.7967264,6.0,4301.0,617.0,29.0,black,female,8f1069f970,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,"stop sign
",True,False,False,,N,False,False,False,False,False,False,False
59,2202279,447495,2011-05-06,66120.0,"GALLATIN PIKE & MCCHESNEY AVE, NASHVILLE, TN, 37216",36.213298,-86.7313668,2.0,1441.0,217.0,52.0,white,female,33acd6428b,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,,True,False,False,,N,False,False,False,False,False,False,False
60,2467662,518039,2011-07-11,35760.0,"918 BUCHANAN ST, NASHVILLE, TN, 37208",36.1807148,-86.8028891,6.0,4447.0,611.0,20.0,black,male,b20d1984d4,vehicular,seatbelt violation,False,False,True,warning,,,,False,False,False,False,,seatbelt violation,TN,,True,False,False,,N,False,False,False,False,False,False,False
61,2305899,1776844,2014-06-18,31200.0,"S 2ND ST & WOODLAND ST, NASHVILLE, TN, 37213",36.1695303,-86.770959,,1133.0,,23.0,black,male,282b781c4d,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,,True,False,False,False,N,False,False,False,False,False,False,False
62,2200782,104785,2010-05-06,2340.0,"HARDING PL & HUMBER DR, NASHVILLE, TN, 37211",36.0808537,-86.7145415,3.0,8419.0,317.0,58.0,asian/pacific islander,male,ca70dcb8f6,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,,True,False,False,,N,False,False,False,False,False,False,False
63,2389556,1783810,2014-06-28,12600.0,"23RD AVE N & CHARLOTTE AVE, , , 37203",36.1557468,-86.80977,,,,39.0,black,male,7088d92bb2,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,,False,False,True,False,N,False,False,False,False,False,False,False
64,1166075,2956103,2018-04-06,34620.0,"DICKERSON PIKE & 65  N, NASHVILLE, TN, 37207",36.2058983,-86.7685904,2.0,18062.0,225.0,34.0,white,female,6761423fb7,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,,False,,True,False,N,False,False,False,False,False,False,False
65,2669475,178586,2010-08-10,39660.0,"KNIGHT DR, WHITES CREEK, TN, 37207",36.2319777,-86.8038956,,,,25.0,black,female,fae11c1b48,vehicular,moving traffic violation,False,True,True,citation,,,,False,False,False,False,,moving traffic violation,TN,,True,False,False,True,N,False,False,False,False,False,False,False
66,8075,617008,2011-10-11,5880.0,"BELL RD & PLEASANT HILL RD, NASHVILLE, TN, 37214",36.124414,-86.6302859,5.0,8945.0,533.0,21.0,white,male,1102c43b65,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,"speed -- in --
",True,False,False,,N,False,False,False,False,False,False,False
67,624996,690520,2011-12-22,84180.0,"I 40 E & FESSLERS LN, NASHVILLE, TN, 37210",36.137011,-86.724956,5.0,8206.0,513.0,31.0,white,male,7f11c3c73c,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,,True,False,False,,N,False,False,False,False,False,False,False
68,1480482,740853,2012-02-04,83700.0,"5TH AVE S & PEABODY ST, NASHVILLE, TN, 37203",36.1555445,-86.775193,4,4045.0,425,30.0,white,female,56ee11fe67,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,,True,False,False,False,N,False,False,False,False,False,False,False
69,970245,2759986,2017-06-21,57540.0,"BELL RD & HICKORY HOLLOW LN, ANTIOCH, TN, 37013",36.0491822,-86.6517506,3.0,8863.0,333.0,31.0,white,male,5203210c03,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,,True,,False,False,N,False,False,False,False,False,False,False
70,2885078,208828,2010-09-10,44820.0,"I 24 E & SPRING ST, NASHVILLE, TN, 37213",36.1764615,-86.775623,4.0,1985.0,413.0,40.0,white,male,f3be646353,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,,False,False,True,,N,False,False,False,False,False,False,False
71,2591035,535670,2011-07-27,43920.0,"MM 205 I40 W, NASHVILLE, TN, 37209",,,1.0,4545.0,111.0,57.0,white,male,c05e130f6a,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,,False,False,True,,N,False,False,False,False,False,False,False
72,665701,1133263,2012-12-31,31020.0,"HOSPITAL DR & NEELYS BEND RD, MADISON, TN, 37115",36.2492109,-86.6856193,7.0,1633.0,713.0,36.0,white,female,136443d512,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,STOPPED FOR ROLLING THRU STOP SIGN @ NEELYS BEND &amp; SIOUX RERRACE,True,False,False,False,N,False,False,False,False,False,False,False
73,1074631,2864529,2017-11-28,46260.0,"BELL RD & HICKORY PARK DR, ANTIOCH, TN, 37013",36.0448578,-86.670401,3.0,8753.0,331.0,48.0,white,male,b9f747e548,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,,False,,True,False,N,False,False,False,False,False,False,False
74,1442792,2391362,2016-02-25,43800.0,"50 VAUGHN RD, NASHVILLE, TN, 37221",36.053264,-86.8996976,,,,55.0,white,female,6e6eeb355a,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,,True,False,False,False,N,False,False,False,False,False,False,False
75,808640,1157833,2013-01-05,3420.0,"ANDERSON LN / N GALLATIN PKE, , TN,",,,,,,,white,female,7e1548994d,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,,True,False,False,False,N,False,False,False,False,False,False,False
76,2482766,702463,2011-07-12,72060.0,"BROADMOOR DR & DICKERSON PIKE, NASHVILLE, TN, 37207",36.2293504,-86.759278,2.0,1811.0,225.0,40.0,black,female,a15c67f558,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,,True,False,False,,N,False,False,False,False,False,False,False
77,2686800,964480,2012-08-01,32760.0,"ARTA DR & OLD HICKORY BLVD W, MADISON, TN, 37115",36.267315,-86.7461717,7.0,2039.0,725.0,47.0,black,male,33b2c0bf9c,vehicular,moving traffic violation,False,True,False,citation,,,,False,False,False,False,,moving traffic violation,TN,,False,False,True,False,N,False,False,False,False,False,False,False
78,903285,2692934,2017-03-16,82920.0,"28TH AVE N & FELICIA ST, NASHVILLE, TN, 37209",36.1550419,-86.8185626,6.0,5313.0,615.0,19.0,black,female,17e2b951bd,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,,True,,False,False,N,False,False,False,False,False,False,False
79,2434425,1341413,2013-06-06,64620.0,"3RD AVE N & STOCKYARD ST, NASHVILLE, TN, 37201",36.1722044,-86.782902,4.0,4213.0,413.0,29.0,black,male,7d6a69a168,vehicular,seatbelt violation,False,True,False,citation,,,,False,False,False,False,,seatbelt violation,TN,,False,False,True,False,N,False,False,False,False,False,False,False
80,1652747,803389,2012-03-24,85860.0,"ROSA L PARKS BLVD & MAINSTREAM DR, , TN, 37208",36.1925005,-86.8157343,,,,20.0,black,male,3245129711,vehicular,moving traffic violation,False,False,True,warning,,,,False,False,False,False,,moving traffic violation,TN,,True,False,False,False,N,False,False,False,False,False,False,False
81,767064,1951876,2014-12-09,85920.0,"2500 LEBANON PIKE, NASHVILLE, TN, 37214",36.1699481,-86.6793188,5.0,9307.0,515.0,33.0,white,male,cc23b83d61,vehicular,vehicle equipment violation,False,False,True,warning,,,,False,False,False,False,,vehicle equipment violation,TN,,True,False,False,False,N,False,False,False,False,False,False,False
